State,Town,Lat,Lon
Yangon,ပုဇွန်တောင်,16.779648,96.174392
Yangon,စမ်းချောင်း,16.803809,96.137291
Yangon,ဆိပ်ကြီး/ခနောင်တို,16.75779,96.116367
Yangon,ဆိပ်ကမ်း,16.770395,96.15505
Yangon,ရွှေပြည်သာ,16.95504,96.08329
Yangon,တောင်ဥက္ကလာပ,16.846249,96.179859
Yangon,အဖျောက်,17.38239,95.69338
Yangon,ဥက္ကံ,17.49696,95.8607
Yangon,တိုက်ကြီး,17.31263,95.96344
Yangon,တာမွေ,16.810182,96.17646
Yangon,သာကေတ,16.793009,96.202959
Yangon,သန်လျင်,16.76378,96.25184
Yangon,သင်္ဃန်းကျွန်း,16.831011,96.19323
Yangon,သုံးခွ,16.7586,96.52309
Yangon,တွံတေး,16.70734,95.93047
Yangon,ရန်ကင်း,16.83601,96.162395
