SRName,TownName,Latitude,Longitude
ရှမ်း (တောင်),နမ့်စန်,20.88912,97.72022
ရှမ်း (တောင်),နန်းပန်,20.45493,96.90596
ရှမ်း (တောင်),ညောင်ရွှေ,20.65957,96.93206
ရှမ်း (တောင်),ဖယ်ခုံ,19.86348,97.00831
ရှမ်း (တောင်),ပင်းတယ,20.94158,96.66279
ရှမ်း (တောင်),နောင်တရား,20.29326,96.75691
ရှမ်း (တောင်),ပေါင်းလောင်း,19.98626,96.58254
ရှမ်း (တောင်),ပင်လောင်း,20.12439,96.78219
ရှမ်း (တောင်),အေးသာယာ,20.77475,96.99882
ရှမ်း (တောင်),ကျောက်တလုံးကြီး,20.371,97.024
ရှမ်း (တောင်),ရွှေညောင်,20.76015,96.93614
ရှမ်း (တောင်),တောင်ကြီး,20.77477,97.03598
ရှမ်း (တောင်),ရွာငံ,21.16282,96.44229
တနင်္သာရီ,ဘုတ်ပြင်း,11.26504,98.75909
တနင်္သာရီ,ကရသူရိ,10.93336,98.75998
တနင်္သာရီ,ပြည်ကြီးမဏ္ဍိုင်,11.46842,99.00144
တနင်္သာရီ,ထားဝယ်,14.07753,98.19636
တနင်္သာရီ,မေတ္တာ,14.16355,98.52017
တနင်္သာရီ,ကော့သောင်း,9.98261,98.54995
တနင်္သာရီ,ခမောက်ကြီး,10.353,98.625
တနင်္သာရီ,ကျွန်းစု,12.47386,98.45443
တနင်္သာရီ,လောင်းလုံး,13.97522,98.11963
တနင်္သာရီ,မြိတ်,12.44112,98.60978
တနင်္သာရီ,ပလ,12.84928,98.66188
တနင်္သာရီ,ပလောက်,13.27223,98.62248
တနင်္သာရီ,ပုလော,12.97531,98.64579
တနင်္သာရီ,မောတောင်,11.7952,99.6275
တနင်္သာရီ,တနင်္သာရီ,12.08941,99.01278
တနင်္သာရီ,သရက်ချောင်း,13.8687,98.26252
တနင်္သာရီ,ကလိန်အောင်,14.6238,98.13849
တနင်္သာရီ,ရေဖြူ,14.24591,98.20291
ရန်ကုန်,အလုံ,16.7824,96.12786
ရန်ကုန်,ဗဟန်း,16.81543,96.15611
ရန်ကုန်,ဗိုလ်တထောင်,16.77197,96.16971
ရန်ကုန်,ကိုကိုးကျွန်း,14.13443,93.36821
ရန်ကုန်,ဒဂုံ,16.79495,96.1469
ရန်ကုန်,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),16.91281,96.21323
ရန်ကုန်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),16.87774,96.19079
ရန်ကုန်,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),16.84049,96.27256
ရန်ကုန်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),16.84016,96.22582
ရန်ကုန်,ဒလ,16.75855,96.143
ရန်ကုန်,ဒေါပုံ,16.78192,96.18435
ရန်ကုန်,လှိုင်,16.84793,96.12523
ရန်ကုန်,လှိုင်သာယာ,16.85402,96.06893
ရန်ကုန်,လှည်းကူး,17.09875,96.22745
ရန်ကုန်,မှော်ဘီ,17.09987,96.0418
ရန်ကုန်,ထန်းတပင်,17.0174,95.9827
ရန်ကုန်,အင်းစိန်,16.90177,96.09596
ရန်ကုန်,ကမာရွတ်,16.82768,96.13244
ရန်ကုန်,ကော့မှူး,16.54616,96.06195
ရန်ကုန်,ခရမ်း,16.90544,96.5605
ရန်ကုန်,ကွမ်းခြံကုန်း,16.4394,96.0119
ရန်ကုန်,ကျောက်တံတား,16.77426,96.16164
ရန်ကုန်,ရန်ကုန်,16.77819,96.16093
ရန်ကုန်,ကျောက်တန်း,16.63393,96.32351
ရန်ကုန်,တံတား,16.64788,96.53949
ရန်ကုန်,ကြည့်မြင်တိုင်,16.81457,96.12188
ရန်ကုန်,လမ်းမတော်,16.77991,96.14234
ရန်ကုန်,လသာ,16.77712,96.15053
ရန်ကုန်,မရမ်းကုန်း,16.86619,96.14261
ရန်ကုန်,ထောက်ကြန့်,17.04276,96.13231
ရန်ကုန်,မင်္ဂလာဒုံ,16.94914,96.12795
ရန်ကုန်,မင်္ဂလာတောင်ညွန့်,16.78891,96.16786
ရန်ကုန်,မြောက်ဥက္ကလာပ,16.91878,96.16303
ရန်ကုန်,ပန်းဘဲတန်း,16.77698,96.15601
ရန်ကုန်,ပုဇွန်တောင်,16.77965,96.17439
ရန်ကုန်,စမ်းချောင်း,16.80381,96.13729
ရန်ကုန်,ဆိပ်ကြီး/ခနောင်တို,16.75779,96.11637
ရန်ကုန်,ဆိပ်ကမ်း,16.7704,96.15505
ရန်ကုန်,ရွှေပြည်သာ,16.95504,96.08329
ရန်ကုန်,တောင်ဥက္ကလာပ,16.84625,96.17986
ရန်ကုန်,အဖျောက်,17.38239,95.69338
ရန်ကုန်,ဥက္ကံ,17.49696,95.8607
ရန်ကုန်,တိုက်ကြီး,17.31263,95.96344
ရန်ကုန်,တာမွေ,16.81018,96.17646
ရန်ကုန်,သာကေတ,16.79301,96.20296
ရန်ကုန်,သန်လျင်,16.76378,96.25184
ရန်ကုန်,သင်္ဃန်းကျွန်း,16.83101,96.19323
ရန်ကုန်,သုံးခွ,16.7586,96.52309
ရန်ကုန်,တွံတေး,16.70734,95.93047
ရန်ကုန်,ရန်ကင်း,16.83601,96.1624
